اسم المصنع / المنشأة,الاسم بالإنجليزية,القطاع الصناعي,المنطقة الفرعية / المجمع الصناعي,حالة المطابقة مع CRM,الاسم المطابق في السيستم,رقم التليفون,الموقع الإلكتروني,العنوان التفصيلي,رابط Google Maps المباشر,خط العرض (Latitude),خط الطول (Longitude),التصنيف التقني Overture,المعرف الفرعي (Overture ID)
اسلام زوايا,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201111633876,—,El-Tahrir Rd,"https://www.google.com/maps?q=29.966747,30.918854",29.966747,30.918854,automotive_repair,9955f5d7-f233-4d28-8955-23b5d790240c
Exit Car Care,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201016282828,https://wa.me/201016282828,"الحي العاشر_سيتي ستار_برج 5،, قسم أول 6 أكتوبر، اول 6 أكتوبر","https://www.google.com/maps?q=29.958261,30.918989",29.958261,30.918989,automotive_repair,dfeccc63-2a30-4afb-8b07-4e5e6b68a854
الجوكر لقطع غيار السيارات,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201023437953,—,سنتر وادي الملوك في الجانب الخلفى,"https://www.google.com/maps?q=29.942232,30.919102",29.942232,30.919102,auto_parts_and_supply_store,bd9561bc-821f-4cec-bbc2-27dee882158e
I System,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201272302226,http://isys-eg.com/,مدينة 6 اكتوبر حي خامس مجاورة 6 عقد تاني شارع 31 مبني 1121,"https://www.google.com/maps?q=29.94599,30.919081",29.94599,30.919081,contractor,3be137c1-55e7-4ce7-8ff4-3dac7775297a
OIL Station,,كيماويات وبتروكيماويات ودهانات وزيوت,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201001951913,https://oilstation.business.site/,ابراج سيتي ستار,"https://www.google.com/maps?q=29.958555,30.918943",29.958555,30.918943,oil_change_station,c165b143-6a3b-4b6d-91dc-766f71755a79
Ford Clinic,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201146304978,http://www.fordclinic.online/,Unnamed Road,"https://www.google.com/maps?q=29.958601,30.918892",29.958601,30.918892,automotive_repair,84bf0083-e286-442f-9ab2-46ee1468f947
Speed Service,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201289416464,—,Unnamed Road,"https://www.google.com/maps?q=29.958578,30.918863",29.958578,30.918863,automotive_repair,de4d0a7d-7d61-454b-ac79-d00a1081c5ba
Mr. Light,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201006688710,—,سيتي ستار,"https://www.google.com/maps?q=29.958908,30.918753",29.958908,30.918753,automotive_repair,7623811a-8316-4291-8ed0-6853a62804c3
Wadi Al Nakhil for Wood Industries,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201111865111,https://wadielnakheel-eg.com/,139H Al Mehwar Al Markazi,"https://www.google.com/maps?q=29.955065,30.918718",29.955065,30.918718,furniture_store,6f10313c-3d6a-4570-8aec-9d015cabd0b8
المهندس لقطع غيار السيارات المستعملة,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201008843131,https://auto-parts-market-604.business.site/#summary,خلف مول وادي الملوك، من، محور الكفراوي,"https://www.google.com/maps?q=29.942989,30.918703",29.942989,30.918703,auto_parts_and_supply_store,f729130b-9046-464f-be2a-8593dcbfde89
Elnaggar Constructing company,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201091113438,http://www.elnaggarconstructing.com/,محور الكفراوي - فيلا ١٨١هـ - الدور الأرضي,"https://www.google.com/maps?q=29.945961,30.918774",29.945961,30.918774,construction_services,c1e126bb-b319-4465-87ba-bfa3976f8b15
شركة الريان للاستثمار والتسويق العقارى,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الثانية (6 أكتوبر),مصنع جديد تماماً (حصري),—,—,—,"مدينة 6اكتوبر ،الحي السادس ،جنوب الاحياء،إسكان الشباب 63م، عماره4ط مكتب رقم 3,,","https://www.google.com/maps?q=29.928543,30.919075",29.928543,30.919075,,006dbbf5-d1d8-4a54-821d-3e6ee82cc014
Helmy October Service Center,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201006485618,—,الحي الخامس تقاطع شارع 19مع شارع 29  امام مسجد ناصر بن حمد,"https://www.google.com/maps?q=29.948145,30.919868",29.948145,30.919868,automotive_repair,dbdffbd2-2da9-4eda-9453-2750f337a04e
Alretaal - Interior & Architecture Design,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,—,—,331 شارع 12,"https://www.google.com/maps?q=29.953156,30.919506",29.953156,30.919506,interior_design,93e4eba1-d8c2-44b6-803e-6c2f6f2afbea
"Map Office for Decoration, Finishing, and Contracting",,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201276338054,—,423 Street 13,"https://www.google.com/maps?q=29.953409,30.919506",29.953409,30.919506,construction_services,0dd9d4d0-f627-468e-82c7-6f3bb06f3f1a
khaled mohy - SEO specialist Freelancer office - خبير سيو,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,01023231964,https://bit.ly/4aHABEj,quesm 1th,"https://www.google.com/maps?q=29.965992,30.919317",29.965992,30.919317,marketing_consultant,ab31c5e5-31d8-4c1f-82f7-2899dd116206
Oz,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201097691901,—,33 Street 6,"https://www.google.com/maps?q=29.965975,30.919514",29.965975,30.919514,automotive_repair,2a485e24-9dce-4e8e-9129-d2bb7b554821
الملكة للمنتجات الألبان والمنتجات الغذائية والمنظفات,,صناعات غذائية ومشروبات ومطاحن,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201558688863,—,"الخدمي على شارع الرئيسى سنتر الفيروز ٢ المحل فى مدخل السنتر بجانب كنيسة العذراء ومول جلورى, Al Mehwar Al Markazi","https://www.google.com/maps?q=29.960133,30.920002",29.960133,30.920002,grocery_store,e6012529-5619-4eb0-aad1-da60623d19ca
Hyper Auto Service,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201028296585,—,Gamal Abd Al Nassir Axis,"https://www.google.com/maps?q=29.972349,30.919945",29.972349,30.919945,automotive_repair,7623bec6-944e-4bf1-82d3-02533429f319
العربي للديكور و الحجر الهاشمي,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201025599555,https://www.elaraby-decor.com/,الحي 11,"https://www.google.com/maps?q=29.972429,30.920635",29.972429,30.920635,fence_and_gate_sales_service,ee5f6261-562c-4259-9058-d7b683c7e26f
النخبة للهندسة والتجارة,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201050880090,—,سنتر التعمير - محور جمال عبدالناصر- أمام كمباوند الديار - مدينة ٦ أكتوبر,"https://www.google.com/maps?q=29.972542,30.920504",29.972542,30.920504,hvac_services,e14974c9-6c0a-4ac9-94b8-9c1faac29925
X-Power Egypt,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201062105956,—,Unnamed Road,"https://www.google.com/maps?q=29.959911,30.920435",29.959911,30.920435,automotive_repair,32b00b74-1a10-480f-b3bd-dfcbd9482419
AlGioshy Steel,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الثانية (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201061999010,http://www.algioshysteel.com/,AlWahat Road,"https://www.google.com/maps?q=29.910828,30.920528",29.910828,30.920528,industrial_company,c97de75a-44de-49ce-8183-992585d28d92
Zamil Steel,,غزل ونسيج وملابس جاهزة,المنطقة الصناعية الثانية (6 أكتوبر),مصنع جديد تماماً (حصري),—,+20238283333,www.zamilsteel.com,المنطقة الصناعية الخامسة,"https://www.google.com/maps?q=29.90716,30.919176",29.90716,30.919176,business_manufacturing_and_supply,3e164444-71bb-42ec-bc4d-c5a0fa7eb934
مطابع جريدة الاهرام,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الثانية (6 أكتوبر),مصنع جديد تماماً (حصري),—,—,—,السادس من اكتوبر,"https://www.google.com/maps?q=29.923601,30.920715",29.923601,30.920715,business_manufacturing_and_supply,82d8cc34-95b6-43b9-9879-8014d2054150
ماهر جلهوم,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الثانية (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201120127024,—,الحي السادس السوق القديم سنتر الشباب,"https://www.google.com/maps?q=29.928558,30.920771",29.928558,30.920771,grocery_store,14558238-befa-4a1e-8b91-bc4d5e39172c
شركة الأندلس المصرية للاستثمار والتسويق العقاري وإدارة الممتلكات,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الثانية (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201122622443,https://www.instagram.com/ALANDALOSEGYPT/,ح6 جنوب الاحياء - السوق القديم - شباب مبارك - شارع مدرسة الفتح - عمارة 4ف,"https://www.google.com/maps?q=29.926973,30.920782",29.926973,30.920782,property_management,8b515310-ada4-4198-90a2-94329d47d49d
شركة الإيمان للتجارة والتوريدات,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الثانية (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201005686378,https://alemantrading.net/,مدينة أكتوبر مجمع علي الدين ليلة القدر بجوار السويدى ,"https://www.google.com/maps?q=29.935783,30.921104",29.935783,30.921104,commercial_industrial,3fb226a8-17ce-40df-9b1e-84ffd28e0119
Mavo,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201008639628,http://wemavo.com/,Gamal Abd Al Nassir Axis sixth of October,"https://www.google.com/maps?q=29.942516,30.92128",29.942516,30.92128,web_designer,7d899f24-8b14-44f2-b46e-346f5a6bf015
Pyramids G.C,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201223500502,http://PWR4GC.com/,329 شارع الخزان ,"https://www.google.com/maps?q=29.955551,30.921394",29.955551,30.921394,contractor,d15206d1-eb7d-4631-b6ca-53f52106fe47
Creative Design لحلول التخزين والراكات,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201113808505,https://maps.app.goo.gl/WMkgbaCtThthShFp7,https://maps.app.goo.gl/WMkgbaCtThthShFp7,"https://www.google.com/maps?q=29.961218,30.920744",29.961218,30.920744,commercial_industrial,e70281e7-480f-4950-bab2-2066365eb0e1
بانيوكس - BaÑOx,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201000622411,https://banox-eg.com/,Glory mall ,"https://www.google.com/maps?q=29.960691,30.920792",29.960691,30.920792,industrial_company,73f09f54-34c7-4ec4-a153-17f2876fdea4
3Civil For General Contracting,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201556256888,https://3civil-for-general-contracting.business.site/,Unnamed Road,"https://www.google.com/maps?q=29.97193,30.921019",29.97193,30.921019,construction_services,1eb88f29-40d3-455a-ab93-52c2c34b493b
The Leader General Contractor,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية الأولى (6 أكتوبر),مصنع جديد تماماً (حصري),—,+201003999785,—,السادس من اكتوبر,"https://www.google.com/maps?q=29.972111,30.920853",29.972111,30.920853,contractor,a842b947-4668-488f-96f9-7a3c827897e8
